@relation kmeans

@attribute X numeric
@attribute Y numeric

@data

0.632033554920811,0.996144192301191
0.783081189207496,2.99962181105817
0.960544534157327,3.54967126932406
3.21156158391694,1.9356810263364
1.51228962956254,0.631844348917009
3.2954857497424,2.66370572767394
0.88921051847749,2.65485577220562
0.557898430256367,2.9394997507313
3.3210687998624,1.81113788972772
1.21368684961138,0.882034237373535
1.1909765308631,0.883257859645214
2.75765822740383,1.6309146148868
2.59421940901609,1.66062022401824
2.81278013549314,1.70699627204955
0.436767255332205,2.91634731405051
0.591505111914065,1.04553088988518
2.84293302573076,2.10448963395541
0.519810622951804,1.03843060112254
2.14971712125343,2.86521773827218
2.86310548968426,1.42158742440689
0.712011374778321,3.06356271310352
3.37019018693167,2.41433090028407
2.9234951442161,1.6482499562004
0.845664498914821,1.29866031561023
2.89495324567883,2.34981526096384
0.96324555312212,1.07512589380926
1.25361438739305,0.681586016838808
2.97949372833881,1.76761254311369
2.79122664874749,2.24606686043799
0.858106766336301,3.4110407268305
1.01163360725841,3.26272164249916
3.04201462984695,1.17139530738873
1.44948651825018,2.71310330574615
2.94066796562253,1.77552442154807
1.39011426145635,0.730081565860799
0.778111968801117,3.25413901498413
3.13267538243273,1.68534271265332
1.18109439922313,0.862713918360226
0.892981232597751,2.49752159473916
0.650745292092812,1.07779698296984
3.06153991945157,0.922976045179415
0.917673261658174,2.48812137972248
1.14018120115094,3.26948748278783
0.995163201428617,3.05658423566621
1.04720176795361,1.17011156089713
1.17699079338244,3.33324552616678
3.29737274655891,2.2222383879133
3.31112696875592,1.41400250391664
1.00351548160964,0.724834296635656
0.838500313533525,0.665254481160183
3.14631227576406,2.23197213037673
1.03434089140277,0.699793362583059
3.37153262654803,1.15256402636206
2.90604941465705,2.35958737602409
2.26300330123744,1.57034601136427
1.02796334088924,3.70200510250036
2.8298893344201,2.13230727443478
1.44766234711448,1.20042199238347
0.706961759653611,3.01488689191718
2.70718107299032,2.83010013422721
1.1218877625514,0.810529228642778
3.29940392423063,2.38486781892193
3.26934065970684,2.61155481924151
1.13527808976668,0.657006401350763
1.54099927145989,0.690004546905869
1.07779795532504,1.06174496913771
1.43455351964111,3.56598506806307
2.80181618759492,3.18075596762166
2.7023930397258,2.34312889201189
0.998440325768528,1.35848845857162
3.28392974883664,1.43584619546244
0.886897515145956,1.26687241108854
3.12160446120674,1.63872769075204
3.0495427069076,1.53387697353486
3.64896785330283,2.17026723210261
1.20545305066257,2.73860914351964
1.00445709792577,2.83562016750913
0.991248940949122,1.12082564653678
0.68135975982049,0.503490995934816
0.855047528991918,2.84303262506424
3.01603161904149,2.56216834483839
3.16830370943777,1.88376147706751
0.72451769000215,0.798588419842916
1.33524632274554,3.33636143607503
1.2510642618721,0.574161040597083
2.97172921716987,2.33024539502913
2.65815464721951,2.43966680631203
1.19348789483054,0.978324586506811
2.84428007860991,2.36598326207434
2.8894035343467,2.23727212388901
0.671382671816271,2.59111551496132
1.4411145713544,2.77967758795922
0.780877722148302,0.856897318939363
3.16269741195484,1.21681618818127
3.00375073715097,2.29126474209331
3.01204927401705,1.45931051657265
3.52858044340735,1.49703809018883
0.853877790927413,3.22277291481019
0.343632457341067,2.88540496030638
0.902268205432593,1.33296517358971
2.86956600144786,1.41212693651028
2.81249465567685,1.40692095731452
3.51030078490563,1.76212404627152
2.79405621113219,2.35962296573345
1.7113570451844,2.76793278022692
0.937813520102996,0.552792999252051
1.16383935921048,2.61038419857657
3.03048386315269,1.18053432090734
2.32918005372644,2.69675599856965
2.93047234400624,2.33786913448935
2.96296216299791,2.3582378102625
0.899286892408053,2.79761373450003
1.61171470640795,2.93641487769181
0.845569618455743,2.82687509976066
3.01841247736531,2.77704829764548
2.69481109033138,1.01724373198598
3.35589779630686,1.68755520961619
3.13832020986607,1.45528532113836
2.8979064513596,2.32928534143472
0.755235258159561,2.99751206829527
1.2314108640957,0.750419816947108
1.15142982945252,2.81767061635888
1.19928768009834,1.3421495350779
2.93780143424738,2.84922271967743
0.8328965224166,1.05683821546645
3.52238343598215,2.08010927033642
1.16425565892033,3.15765734752411
3.25360512225923,2.49877454687006
2.84126840625137,1.34038420384884
3.06205436050787,1.62160355422127
0.0929516303675143,1.00742079839959
3.27115423026673,2.47657035765904
0.563692492340022,3.12310341725506
2.86084955194004,2.54373391451359
1.1807908709041,3.08274936086371
3.23564786643505,2.59941416591245
0.903664631761901,1.09251738222718
1.02064763036162,0.67923120948606
1.57965509735521,2.86781451531595
3.18840192664352,2.96526750352538
1.20713158102627,1.56787400692638
1.71066012613704,2.83808531806725
1.19114867554779,2.90836696939522
1.01469799577499,3.53234829386282
3.05632072141849,1.64753706225179
1.30509013983945,0.82302639139974
3.14564004925777,2.16674623947388
0.421778433327269,2.64918486677838
0.362397165061334,3.16560730426766
3.0917888342856,1.33747636616661
